qnum,orig_label,question,prompt,response,total,dem,ind,rep
40,2N,Decrease or Stop Spending on Government Departments and Agencies — National Oceanic and Atmospheric Administration (NOAA),Do you think that spending on the following should be...?,Stopped entirely,20,21.0,,
40,2N,Decrease or Stop Spending on Government Departments and Agencies — National Oceanic and Atmospheric Administration (NOAA),Do you think that spending on the following should be...?,Not sure,8,7.0,,
40,2N,Decrease or Stop Spending on Government Departments and Agencies — National Oceanic and Atmospheric Administration (NOAA),Do you think that spending on the following should be...?,Totals,101,100.0,,
41,2O,Decrease or Stop Spending on Government Departments and Agencies — The Department of Commerce,Do you think that spending on the following should be...?,Decreased a little,22,22.0,,
41,2O,Decrease or Stop Spending on Government Departments and Agencies — The Department of Commerce,Do you think that spending on the following should be...?,Decreased a lot,46,47.0,,
41,2O,Decrease or Stop Spending on Government Departments and Agencies — The Department of Commerce,Do you think that spending on the following should be...?,Stopped entirely,19,18.0,,
41,2O,Decrease or Stop Spending on Government Departments and Agencies — The Department of Commerce,Do you think that spending on the following should be...?,Not sure,12,12.0,,
41,2O,Decrease or Stop Spending on Government Departments and Agencies — The Department of Commerce,Do you think that spending on the following should be...?,Totals,99,99.0,,
42,2P,Decrease or Stop Spending on Government Departments and Agencies — The National Aeronautics and Space Administration (NASA),Do you think that spending on the following should be...?,Decreased a little,27,,,
42,2P,Decrease or Stop Spending on Government Departments and Agencies — The National Aeronautics and Space Administration (NASA),Do you think that spending on the following should be...?,Decreased a lot,51,,,
42,2P,Decrease or Stop Spending on Government Departments and Agencies — The National Aeronautics and Space Administration (NASA),Do you think that spending on the following should be...?,Stopped entirely,19,,,
42,2P,Decrease or Stop Spending on Government Departments and Agencies — The National Aeronautics and Space Administration (NASA),Do you think that spending on the following should be...?,Not sure,4,,,
42,2P,Decrease or Stop Spending on Government Departments and Agencies — The National Aeronautics and Space Administration (NASA),Do you think that spending on the following should be...?,Totals,101,,,
43,2Q,Decrease or Stop Spending on Government Departments and Agencies — The Food and Drug Administration (FDA),Do you think that spending on the following should be...?,Decreased a little,35,30.0,,
43,2Q,Decrease or Stop Spending on Government Departments and Agencies — The Food and Drug Administration (FDA),Do you think that spending on the following should be...?,Decreased a lot,41,52.0,,
43,2Q,Decrease or Stop Spending on Government Departments and Agencies — The Food and Drug Administration (FDA),Do you think that spending on the following should be...?,Stopped entirely,19,16.0,,
43,2Q,Decrease or Stop Spending on Government Departments and Agencies — The Food and Drug Administration (FDA),Do you think that spending on the following should be...?,Not sure,5,2.0,,
43,2Q,Decrease or Stop Spending on Government Departments and Agencies — The Food and Drug Administration (FDA),Do you think that spending on the following should be...?,Totals,100,100.0,,
44,2R,Decrease or Stop Spending on Government Departments and Agencies — The Department of Justice (DoJ),Do you think that spending on the following should be...?,Decreased a little,31,27.0,,
44,2R,Decrease or Stop Spending on Government Departments and Agencies — The Department of Justice (DoJ),Do you think that spending on the following should be...?,Decreased a lot,46,56.0,,
44,2R,Decrease or Stop Spending on Government Departments and Agencies — The Department of Justice (DoJ),Do you think that spending on the following should be...?,Stopped entirely,18,15.0,,
44,2R,Decrease or Stop Spending on Government Departments and Agencies — The Department of Justice (DoJ),Do you think that spending on the following should be...?,Not sure,4,2.0,,
44,2R,Decrease or Stop Spending on Government Departments and Agencies — The Department of Justice (DoJ),Do you think that spending on the following should be...?,Totals,99,100.0,,
45,2S,Decrease or Stop Spending on Government Departments and Agencies — The Department of Health and Human Services (HHS),Do you think that spending on the following should be...?,Decreased a little,33,26.0,,
45,2S,Decrease or Stop Spending on Government Departments and Agencies — The Department of Health and Human Services (HHS),Do you think that spending on the following should be...?,Decreased a lot,44,53.0,,
45,2S,Decrease or Stop Spending on Government Departments and Agencies — The Department of Health and Human Services (HHS),Do you think that spending on the following should be...?,Stopped entirely,18,19.0,,
45,2S,Decrease or Stop Spending on Government Departments and Agencies — The Department of Health and Human Services (HHS),Do you think that spending on the following should be...?,Not sure,5,3.0,,
45,2S,Decrease or Stop Spending on Government Departments and Agencies — The Department of Health and Human Services (HHS),Do you think that spending on the following should be...?,Totals,100,101.0,,
46,2T,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Interior,Do you think that spending on the following should be...?,Decreased a little,24,20.0,,
46,2T,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Interior,Do you think that spending on the following should be...?,Decreased a lot,50,54.0,,
46,2T,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Interior,Do you think that spending on the following should be...?,Stopped entirely,18,18.0,,
46,2T,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Interior,Do you think that spending on the following should be...?,Not sure,8,8.0,,
46,2T,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Interior,Do you think that spending on the following should be...?,Totals,100,100.0,,
47,2U,Decrease or Stop Spending on Government Departments and Agencies — The U.S. Census Bureau,Do you think that spending on the following should be...?,Decreased a little,25,21.0,19.0,
47,2U,Decrease or Stop Spending on Government Departments and Agencies — The U.S. Census Bureau,Do you think that spending on the following should be...?,Decreased a lot,53,59.0,56.0,
47,2U,Decrease or Stop Spending on Government Departments and Agencies — The U.S. Census Bureau,Do you think that spending on the following should be...?,Stopped entirely,18,17.0,21.0,
47,2U,Decrease or Stop Spending on Government Departments and Agencies — The U.S. Census Bureau,Do you think that spending on the following should be...?,Not sure,5,3.0,4.0,
47,2U,Decrease or Stop Spending on Government Departments and Agencies — The U.S. Census Bureau,Do you think that spending on the following should be...?,Totals,101,100.0,100.0,
50,2X,Decrease or Stop Spending on Government Departments and Agencies — The Department of State,Do you think that spending on the following should be...?,Decreased a little,31,29.0,,
50,2X,Decrease or Stop Spending on Government Departments and Agencies — The Department of State,Do you think that spending on the following should be...?,Decreased a lot,50,60.0,,
50,2X,Decrease or Stop Spending on Government Departments and Agencies — The Department of State,Do you think that spending on the following should be...?,Stopped entirely,12,8.0,,
50,2X,Decrease or Stop Spending on Government Departments and Agencies — The Department of State,Do you think that spending on the following should be...?,Not sure,7,2.0,,
50,2X,Decrease or Stop Spending on Government Departments and Agencies — The Department of State,Do you think that spending on the following should be...?,Totals,100,99.0,,
51,2Y,Decrease or Stop Spending on Government Departments and Agencies — The Department of Transportation,Do you think that spending on the following should be...?,Decreased a little,39,,,
51,2Y,Decrease or Stop Spending on Government Departments and Agencies — The Department of Transportation,Do you think that spending on the following should be...?,Decreased a lot,42,,,
51,2Y,Decrease or Stop Spending on Government Departments and Agencies — The Department of Transportation,Do you think that spending on the following should be...?,Stopped entirely,11,,,
51,2Y,Decrease or Stop Spending on Government Departments and Agencies — The Department of Transportation,Do you think that spending on the following should be...?,Not sure,8,,,
51,2Y,Decrease or Stop Spending on Government Departments and Agencies — The Department of Transportation,Do you think that spending on the following should be...?,Totals,100,,,
52,2Z,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Treasury,Do you think that spending on the following should be...?,Decreased a little,27,28.0,,
52,2Z,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Treasury,Do you think that spending on the following should be...?,Decreased a lot,52,61.0,,
52,2Z,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Treasury,Do you think that spending on the following should be...?,Stopped entirely,11,9.0,,
52,2Z,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Treasury,Do you think that spending on the following should be...?,Not sure,10,3.0,,
52,2Z,Decrease or Stop Spending on Government Departments and Agencies — The Department of the Treasury,Do you think that spending on the following should be...?,Totals,100,101.0,,
53,3A,Favorability of Government Employees — Local government,Do you have a favorable or an unfavorable opinion of employees of the following?,Very favorable,13,20.0,8.0,10.0
53,3A,Favorability of Government Employees — Local government,Do you have a favorable or an unfavorable opinion of employees of the following?,Somewhat favorable,43,47.0,38.0,44.0
53,3A,Favorability of Government Employees — Local government,Do you have a favorable or an unfavorable opinion of employees of the following?,Somewhat unfavorable,22,17.0,20.0,29.0
53,3A,Favorability of Government Employees — Local government,Do you have a favorable or an unfavorable opinion of employees of the following?,Very unfavorable,9,7.0,11.0,10.0
53,3A,Favorability of Government Employees — Local government,Do you have a favorable or an unfavorable opinion of employees of the following?,Don’t know,14,10.0,23.0,8.0
53,3A,Favorability of Government Employees — Local government,Do you have a favorable or an unfavorable opinion of employees of the following?,Totals,101,101.0,100.0,101.0
54,3B,Favorability of Government Employees — State government,Do you have a favorable or an unfavorable opinion of employees of the following?,Very favorable,11,19.0,6.0,9.0
54,3B,Favorability of Government Employees — State government,Do you have a favorable or an unfavorable opinion of employees of the following?,Somewhat favorable,39,45.0,35.0,37.0
54,3B,Favorability of Government Employees — State government,Do you have a favorable or an unfavorable opinion of employees of the following?,Somewhat unfavorable,25,17.0,25.0,33.0
54,3B,Favorability of Government Employees — State government,Do you have a favorable or an unfavorable opinion of employees of the following?,Very unfavorable,13,10.0,14.0,15.0
54,3B,Favorability of Government Employees — State government,Do you have a favorable or an unfavorable opinion of employees of the following?,Don’t know,12,9.0,21.0,7.0
54,3B,Favorability of Government Employees — State government,Do you have a favorable or an unfavorable opinion of employees of the following?,Totals,100,100.0,101.0,101.0
55,3C,Favorability of Government Employees — Federal government,Do you have a favorable or an unfavorable opinion of employees of the following?,Very favorable,10,18.0,6.0,6.0
55,3C,Favorability of Government Employees — Federal government,Do you have a favorable or an unfavorable opinion of employees of the following?,Somewhat favorable,31,47.0,23.0,22.0
55,3C,Favorability of Government Employees — Federal government,Do you have a favorable or an unfavorable opinion of employees of the following?,Somewhat unfavorable,25,16.0,26.0,32.0
55,3C,Favorability of Government Employees — Federal government,Do you have a favorable or an unfavorable opinion of employees of the following?,Very unfavorable,22,9.0,24.0,34.0
55,3C,Favorability of Government Employees — Federal government,Do you have a favorable or an unfavorable opinion of employees of the following?,Don’t know,13,10.0,21.0,6.0
55,3C,Favorability of Government Employees — Federal government,Do you have a favorable or an unfavorable opinion of employees of the following?,Totals,101,100.0,100.0,100.0
56,4,Know Government Employees – Local government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes me,3,4.0,2.0,2.0
56,4,Know Government Employees – Local government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes a family member,6,8.0,4.0,5.0
56,4,Know Government Employees – Local government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes a friend,10,10.0,9.0,11.0
56,4,Know Government Employees – Local government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes an acquaintance,13,11.0,14.0,14.0
56,4,Know Government Employees – Local government,Do you know anyone who currently is an employee of the following? Select all that apply.,None of the above,71,72.0,71.0,71.0
57,5,Know Government Employees – State government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes me,2,3.0,2.0,1.0
57,5,Know Government Employees – State government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes a family member,5,7.0,4.0,5.0
57,5,Know Government Employees – State government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes a friend,10,11.0,9.0,9.0
57,5,Know Government Employees – State government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes an acquaintance,9,9.0,9.0,9.0
57,5,Know Government Employees – State government,Do you know anyone who currently is an employee of the following? Select all that apply.,None of the above,76,72.0,77.0,79.0
58,6,Know Government Employees – Federal government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes me,2,3.0,3.0,1.0
58,6,Know Government Employees – Federal government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes a family member,8,10.0,6.0,8.0
58,6,Know Government Employees – Federal government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes a friend,9,11.0,8.0,7.0
58,6,Know Government Employees – Federal government,Do you know anyone who currently is an employee of the following? Select all that apply.,Yes an acquaintance,8,8.0,8.0,8.0
58,6,Know Government Employees – Federal government,Do you know anyone who currently is an employee of the following? Select all that apply.,None of the above,75,72.0,75.0,78.0
